https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USD
1646107200000,2022-03-01 04:00:00,LTC/USD,112.5,115.89,110.0,114.06,16069.89656,1832932.4016336
1646020800000,2022-02-28 04:00:00,LTC/USD,103.44,115.94,101.35,112.5,18539.01854,2085639.58575
1645934400000,2022-02-27 04:00:00,LTC/USD,105.87,110.1,101.33,103.44,13208.5356,1366290.9224639998
1645848000000,2022-02-26 04:00:00,LTC/USD,111.33,112.45,104.82,105.87,11206.77118,1186460.8648266
1645761600000,2022-02-25 04:00:00,LTC/USD,104.87,114.91,101.66,111.33,16816.50825,1872181.8634725
1645675200000,2022-02-24 04:00:00,LTC/USD,98.2,106.25,98.2,104.87,2238.50388,234751.90189560002
1645588800000,2022-02-23 04:00:00,LTC/USD,106.3,111.47,96.89,98.2,24742.61731,2429725.019842
1645502400000,2022-02-22 04:00:00,LTC/USD,101.35,107.97,101.25,106.3,16116.94263,1713231.0015689998
1645416000000,2022-02-21 04:00:00,LTC/USD,112.97,114.5,100.18,101.35,21163.54126,2144924.906701
1645329600000,2022-02-20 04:00:00,LTC/USD,113.71,114.55,108.56,112.97,13785.32997,1557328.7267109
1645243200000,2022-02-19 04:00:00,LTC/USD,116.37,117.16,113.1,113.71,11827.00848,1344849.1342608
1645156800000,2022-02-18 04:00:00,LTC/USD,116.79,123.49,114.32,116.37,35703.04715,4154763.5968455
1645070400000,2022-02-17 04:00:00,LTC/USD,126.45,128.01,114.96,116.79,21126.30938,2467341.6724902
1644984000000,2022-02-16 04:00:00,LTC/USD,129.42,129.68,125.59,126.45,11137.761,1408369.8784500002
1644897600000,2022-02-15 04:00:00,LTC/USD,127.92,132.51,127.17,129.42,11431.74106,1479495.9279852
1644811200000,2022-02-14 04:00:00,LTC/USD,123.38,128.87,121.47,127.92,16798.11045,2148814.288764
1644724800000,2022-02-13 04:00:00,LTC/USD,126.13,128.78,122.15,123.38,16409.16952,2024563.3353775998
1644638400000,2022-02-12 04:00:00,LTC/USD,124.64,127.76,121.05,126.13,16803.81272,2119464.8983736
1644552000000,2022-02-11 04:00:00,LTC/USD,132.71,134.77,123.67,124.64,18513.39399,2307509.4269136
1644465600000,2022-02-10 04:00:00,LTC/USD,137.19,143.84,129.96,132.71,31822.55664,4223171.4916944
1644379200000,2022-02-09 04:00:00,LTC/USD,134.16,140.63,134.16,137.19,1249.82509,171463.5040971
1644292800000,2022-02-08 04:00:00,LTC/USD,140.7,142.91,130.57,134.16,31154.75407,4179721.8060311996
1644206400000,2022-02-07 04:00:00,LTC/USD,127.49,142.65,126.61,140.7,34391.87251,4838936.462157
1644120000000,2022-02-06 04:00:00,LTC/USD,122.35,128.06,120.73,127.49,22082.36033,2815280.1184716998
1644033600000,2022-02-05 04:00:00,LTC/USD,121.51,123.93,119.21,122.35,12278.16931,1502234.0150785
1643947200000,2022-02-04 04:00:00,LTC/USD,108.98,121.56,108.85,121.51,27101.62957,3293119.0090507003
1643860800000,2022-02-03 04:00:00,LTC/USD,107.73,111.19,105.46,108.98,12407.62209,1352182.6553682
1643774400000,2022-02-02 04:00:00,LTC/USD,114.74,114.74,107.0,107.73,12584.45553,1355723.3942469
1643688000000,2022-02-01 04:00:00,LTC/USD,111.48,116.83,108.63,114.74,23140.65704,2655158.9887695997
1643601600000,2022-01-31 04:00:00,LTC/USD,105.81,111.57,104.51,111.48,15058.19821,1678687.9364508002
1643515200000,2022-01-30 04:00:00,LTC/USD,109.59,112.24,104.45,105.81,15653.25973,1656271.4120313
1643428800000,2022-01-29 04:00:00,LTC/USD,109.58,112.37,107.65,109.59,18916.47314,2073056.2914125999
1643342400000,2022-01-28 04:00:00,LTC/USD,108.04,110.47,105.46,109.58,15876.04992,1739697.5502336
1643256000000,2022-01-27 04:00:00,LTC/USD,104.27,109.93,102.97,108.04,16533.0144,1786226.875776
1643169600000,2022-01-26 04:00:00,LTC/USD,108.73,116.75,103.38,104.27,15311.35558,1596515.0463265998
1643083200000,2022-01-25 04:00:00,LTC/USD,108.3,109.9,105.28,108.73,19336.91939,2102503.2452746998
1642996800000,2022-01-24 04:00:00,LTC/USD,108.91,111.96,97.52,108.3,64759.32025,7013434.383075
1642910400000,2022-01-23 04:00:00,LTC/USD,107.22,112.7,105.87,108.91,22489.56085,2449338.0721735
1642824000000,2022-01-22 04:00:00,LTC/USD,112.97,113.78,96.59,107.22,73696.27356,7901714.4511032
1642737600000,2022-01-21 04:00:00,LTC/USD,122.0,126.0,109.96,112.97,35170.55977,3973218.1372169
1642651200000,2022-01-20 04:00:00,LTC/USD,138.94,142.79,121.98,122.0,24021.6707,2930643.8254
1642564800000,2022-01-19 04:00:00,LTC/USD,137.08,139.18,135.24,138.94,4501.25848,625404.8532112001
1642478400000,2022-01-18 04:00:00,LTC/USD,147.38,148.44,136.59,137.08,29640.78212,4063158.4130096002
1642392000000,2022-01-17 04:00:00,LTC/USD,147.6,153.85,144.29,147.38,39148.38811,5769689.439651799
1642305600000,2022-01-16 04:00:00,LTC/USD,145.73,151.17,143.38,147.6,12073.13988,1781995.446288
1642219200000,2022-01-15 04:00:00,LTC/USD,147.09,150.75,144.75,145.73,17507.38819,2551351.6809287
1642132800000,2022-01-14 04:00:00,LTC/USD,138.53,148.78,136.19,147.09,22933.62277,3373306.5732393004
1642046400000,2022-01-13 04:00:00,LTC/USD,139.54,141.04,134.72,138.53,10183.03051,1410655.2165503001
1641960000000,2022-01-12 04:00:00,LTC/USD,131.48,142.32,131.48,139.54,8532.81126,1190668.4832204
1641873600000,2022-01-11 04:00:00,LTC/USD,129.3,133.64,126.8,131.48,10974.70613,1442954.3619724
1641787200000,2022-01-10 04:00:00,LTC/USD,129.96,131.08,120.76,129.3,18535.88202,2396689.5451860004
1641700800000,2022-01-09 04:00:00,LTC/USD,130.6,132.6,127.75,129.96,7617.42656,989960.7557376
1641614400000,2022-01-08 04:00:00,LTC/USD,132.2,134.67,125.0,130.6,15799.85887,2063461.568422
1641528000000,2022-01-07 04:00:00,LTC/USD,130.78,135.34,125.98,132.2,23870.61734,3155695.612348
1641441600000,2022-01-06 04:00:00,LTC/USD,133.99,138.03,129.98,130.78,18733.20567,2449928.6375226
1641355200000,2022-01-05 04:00:00,LTC/USD,148.7,149.07,129.95,133.99,14077.24331,1886209.8311069
1641268800000,2022-01-04 04:00:00,LTC/USD,147.76,151.66,145.31,148.7,10450.86899,1554044.218813
1641182400000,2022-01-03 04:00:00,LTC/USD,149.65,151.16,146.16,147.76,12856.47038,1899672.0633488
