https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USD
1646971200000,2022-03-11 04:00:00,LTC/USD,101.06,107.99,100.42,106.28,20580.30969,2187275.3138532
1646884800000,2022-03-10 04:00:00,LTC/USD,104.5,104.67,99.51,101.06,11011.38761,1112810.8318666
1646798400000,2022-03-09 04:00:00,LTC/USD,105.26,107.75,104.14,104.5,4653.11031,486250.027395
1646712000000,2022-03-08 04:00:00,LTC/USD,100.44,105.86,100.34,105.26,2632.84376,277133.13417760003
1646625600000,2022-03-07 04:00:00,LTC/USD,98.94,103.88,96.27,100.44,15908.88005,1597887.9122219998
1646539200000,2022-03-06 04:00:00,LTC/USD,103.88,104.49,98.2,98.94,13359.49652,1321788.5856888
1646452800000,2022-03-05 04:00:00,LTC/USD,101.1,105.83,100.52,103.88,8143.55852,845952.8590575999
1646366400000,2022-03-04 04:00:00,LTC/USD,107.64,108.01,99.01,101.1,15953.79115,1612928.2852649998
1646280000000,2022-03-03 04:00:00,LTC/USD,110.1,113.0,105.77,107.64,22983.35205,2473928.0146620004
1646193600000,2022-03-02 04:00:00,LTC/USD,114.06,114.06,109.39,110.1,4175.94156,459771.165756
